,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Vosk ASR
202,217,"Well, Im never gonna listen to you again, thats for sure!",Monica,anger,negative,18,10,6,22,"0:16:38,831","0:16:41,285",i'm never going to listen to you again that's for sure
203,218,"""Yknow, harm can it do if you go and put your name down?""",Monica,neutral,neutral,18,11,6,22,"00:16:41,375","00:16:44,669",do you
204,219,Rachel said that!,Phoebe,surprise,negative,18,12,6,22,"0:16:45,546","0:16:46,728",the said that
205,220,Well Rachels not here!,Monica,anger,negative,18,13,6,22,"0:16:46,728","0:16:47,766",
206,221,"Come on, come on.",Ross,neutral,neutral,19,0,1,23,"00:14:15,980","00:14:17,730",
207,222,"Damnit, damnit, damnit, damnit.",Ross,anger,negative,19,1,1,23,"0:14:20,234","0:14:23,156",matt damon variable this
208,223,This is all your fault.,Ross,anger,negative,19,2,1,23,"0:14:23,156","0:14:24,118",your fault
209,224,"This is supposed to be, like, the greatest day of my life, y'know?",Ross,anger,negative,19,3,1,23,"00:14:24,280","00:14:26,948",this is also be like the great is very of my wife
210,225,"My son is being born, and I should be in there, you know, instead of stuck in a closet with you.",Ross,anger,negative,19,4,1,23,"00:14:27,116","00:14:32,161",some as being born and entrepreneur where your own sort of like of the closet with you
211,226,The woman I love is having a baby today. I've been waiting for this just as much as you have.,Susan,anger,negative,19,5,1,23,"00:14:32,329","00:14:35,665",the woman i love is having a baby they have been waiting for this just as much as you have
212,227,"No no no, believe me.",Ross,anger,negative,19,6,1,23,"0:14:35,833","0:14:37,095",believe me know one
213,228,"No one has been waiting for this as much as I have, ok?",Ross,anger,negative,19,7,1,23,"0:14:37,095","0:14:39,055",it's been wonderful as as much as i have a
214,229,And you know what the funny thing is?,Ross,neutral,neutral,19,8,1,23,"00:14:39,169","00:14:40,879",and the you know the funny thing is
215,230,"When this day is over, you get to go home with the baby, ok?",Ross,anger,negative,19,9,1,23,"00:14:41,046","00:14:43,631",spring is over you get to go home with the baby okay
216,231,Where does that leave me?,Ross,sadness,negative,19,10,1,23,"0:14:43,799","0:14:44,551",the moon
217,232,You get to be the baby's father.,Susan,neutral,neutral,19,11,1,23,"0:14:44,551","0:14:46,275",get to be the baby's father
218,233,Everyone knows who you are.,Susan,neutral,neutral,19,12,1,23,"0:14:46,385","0:14:47,517",one knows who you are
219,234,Who am I?,Susan,anger,negative,19,13,1,23,"0:14:47,517","0:14:50,183",your father's day there's mother's day
220,235,"There's Mother's Day, there's Father's Day, there's no... Lesbian Lover Day.",Susan,sadness,negative,19,14,1,23,"00:14:50,306","00:14:52,599",there's no lesbian lover day
221,236,Every day is Lesbian Lover Day.,Ross,neutral,neutral,19,15,1,23,"00:14:52,766","00:14:55,226",lesbian lover guy
222,237,This is so great.,Phoebe,joy,positive,19,16,1,23,"00:14:58,063","00:14:59,814",grade
223,238,You wanna explain that?,Ross,neutral,neutral,19,17,1,23,"00:15:03,986","00:15:05,570",the want to spoil my
224,239,"I mean, well, 'cause when I was growing up, you know my dad left, and my mother died, and my stepfather went to jail, so I barely had enough pieces of parents to make one whole one.",Phoebe,sadness,negative,19,18,1,23,"00:15:06,280","00:15:16,664",everyone because when i was growing up you know my dad left and my mother died and my step father went to jail so i barely had enough pieces of parents to make one hallway
225,240,And here's this little baby who has like three whole parents who care about it so much that they're fighting over who gets to love it the most.,Phoebe,joy,positive,19,19,1,23,"00:15:17,791","00:15:27,842",here's this little baby who has like three whole parents who care about it so much that they're fighting over who gets to level the most and it's not even born yet it's just
226,241,And it's not even born yet.,Phoebe,sadness,negative,19,20,1,23,"00:15:25,424","00:15:27,842",not even born yet it's just
227,242,"It's just, it's just the luckiest baby in the whole world.",Phoebe,joy,positive,19,21,1,23,"00:15:28,010","00:15:30,553",is the luckiest baby in the whole world
228,243,"I'm sorry, you were fighting.",Phoebe,sadness,negative,19,22,1,23,"00:15:33,349","00:15:35,433",i'm sorry you fighting
229,244,"Okay, it's a typical New York City apartment. Two girls are just hanging out.",Joey,neutral,neutral,20,0,5,10,"00:21:31,498","00:21:37,128",the gets a typical new york city apartment two girls ages hang it up
230,245,"Hi, how are you doing Kelly?",Monica,neutral,neutral,20,1,5,10,"00:21:37,879","00:21:41,465",hi how are you doing kellyi'm doing just fine
231,246,"I'm doing just fine! God, Tiffany, you smell so great!",Rachel,joy,positive,20,2,5,10,"00:21:41,633","00:21:44,385",god tiffany you smell so great
232,247,It's my new perfume. Why don't you come closer where you can,Monica,neutral,neutral,20,3,5,10,"00:21:46,555","00:21:52,643",it's my new perfume what did you come closer where you can really appreciate
233,248,"Oh, y'know Joey, you are sick!",Rachel,disgust,negative,20,4,5,10,"0:21:55,230","0:21:57,662",you know doing you are
234,249,This is disgusting!,Monica,disgust,negative,20,5,5,10,"0:21:57,662","0:21:58,196",this this
235,250,I'm not reading this!,Rachel,disgust,negative,20,6,5,10,"00:21:58,317","00:22:00,109",the
236,251,What?! Wait-wait-wait! The handsome man was about to enter!!,Joey,surprise,negative,20,7,5,10,"00:22:00,277","00:22:04,488",when youit's a man was about to enter
237,252,"All right, I'll give you this, Mr. Peanut is a better dresser.",Joey,neutral,neutral,21,0,1,20,"00:21:27,119","00:21:30,621",they give you this mr peanut is a better dressed
238,253,"I mean he's got the monocle, he's got the top hat...",Joey,neutral,neutral,21,1,1,20,"00:21:30,789","00:21:33,833",i mean it's get the monaco is get the top hat
239,254,You know he's gay?,Phoebe,neutral,neutral,21,2,1,20,"00:21:34,001","00:21:35,876",you know he's gay
240,255,I just wanna clarify this: are you outing Mr. Peanut?,Ross,neutral,neutral,21,3,1,20,"00:21:38,964","00:21:43,092",i just want to clarify this are you outing mr piano
241,256,"Danielle! Hi! Uh- everybody, this is Danielle, Danielle, everybody.",Chandler,neutral,neutral,21,4,1,20,"00:21:44,303","00:21:49,765",chandlerdanielle hieverybody this is danielle danielle everyone
242,257,Hi. Hi.,All,neutral,neutral,21,5,1,20,"00:21:49,933","00:21:51,142",hi
243,258,What are you doing here?,Chandler,surprise,positive,21,6,1,20,"00:21:51,310","00:21:53,728",what are you doing here while i've been calling
244,259,"Well, what?",Chandler,neutral,neutral,22,0,1,4,"0:17:41,977","0:17:42,689",what
245,260,What?,Chandler,neutral,neutral,22,1,1,4,"0:17:42,689","0:17:43,041",one
246,261,What is it?,Chandler,neutral,neutral,22,2,1,4,"0:17:43,041","0:17:43,563",is it did
247,262,That she left you?,Chandler,surprise,negative,22,3,1,4,"0:17:43,563","0:17:44,365",the left you
248,263,That she likes women?,Chandler,neutral,neutral,22,4,1,4,"0:17:44,365","0:17:44,908",that she like
249,264,That she left you for another woman that likes women?,Chandler,neutral,neutral,22,5,1,4,"00:17:44,938","00:17:47,106",women that she left for another woman the likes women
250,265,"Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you...",Ross,anger,negative,22,6,1,4,"00:17:47,274","00:17:51,652",little louder okay i think there's a man on the twelfth floor in a coma who didn't quite hear you
251,266,Then what?,Chandler,neutral,neutral,22,7,1,4,"00:17:55,282","00:17:56,365",then what
252,267,My first time with Carol was...,Ross,neutral,neutral,22,8,1,4,"00:17:57,493","00:18:00,161",my first time with currently
253,268,What?,Joey,neutral,neutral,22,9,1,4,"00:18:03,624","00:18:05,041",what
254,269,It was my,Ross,neutral,neutral,22,10,1,4,"00:18:07,586","00:18:10,379",that was my first
255,270,With Carol?  Oh.,Joey,surprise,negative,22,11,1,4,"00:18:13,008","00:18:14,842",with cal
256,271,"So in your whole life, you've only been with oneoh.",Chandler,surprise,negative,22,12,1,4,"00:18:21,683","00:18:24,519",so in your whole life you only do with one
257,272,"Whoah, boy, hockey was a big mistake! There was a whole bunch of stuff we could've done tonight!",Joey,surprise,negative,22,13,1,4,"00:18:26,814","00:18:34,445",boy hockey was a big minnesotathere's a whole bunch of stuff we got it done tonight
258,273,Hi. Where is everybody?,Ross,neutral,neutral,23,0,3,6,"00:17:21,123","00:17:22,790",good
259,274,"Oh, its already closed, Chris gave me the keys to lock up-what is wrong?",Phoebe,sadness,negative,23,1,3,6,"00:17:22,958","00:17:27,128",it's already closed gave me the keys to locker what is wrong
260,275,"My marriage, I think my marriage is um, is kinda over.",Ross,sadness,negative,23,2,3,6,"00:17:27,337","00:17:34,135",mary i think my marriage is i'm kind of overnow why
261,276,Oh no! Why?,Phoebe,surprise,negative,23,3,3,6,"00:17:32,301","00:17:34,135",why
262,277,"Cause Carols a lesbian.  And, and Im not one. And apparently its not a mix and match situation.",Ross,sadness,negative,23,4,3,6,"00:17:34,303","00:17:49,484",because carols a lesbianandand i'm not oneand apparently it's not a mix and match situation
263,278,"Oh my God! I dont believe it! Oh, you poor bunny.",Phoebe,surprise,negative,23,5,3,6,"00:17:50,152","00:17:57,658",i don't believe in itoh part of nature
264,279,Im an idiot.,Ross,disgust,negative,23,6,3,6,"00:17:59,369","00:18:00,661",the idiot
265,280,"I mean shoulda seen it, I mean Carol and Id be out and shed, shed see some beautiful woman, and, and shed be Ross y'know look at her, and Id think, God, my wife is cool!",Ross,sadness,negative,23,7,3,6,"00:18:03,499","00:18:13,674",carola beyond she'd she'd see some beautiful woman andshould be right to own look at herand i think
266,281,"Aw! Hey, do you think that Susan person is her lover?",Phoebe,neutral,neutral,23,8,3,6,"00:18:21,850","00:18:26,854",hey do think that susan person is or lever
267,282,"Well, now I do!!",Ross,surprise,negative,23,9,3,6,"00:18:29,858","00:18:31,651",wow i do on the
268,283,Im sorry.,Phoebe,sadness,negative,23,10,3,6,"00:18:33,529","00:18:34,570",
269,284,Seven years.,Ross,sadness,negative,23,11,3,6,"00:18:37,199","00:18:38,866",seven years
270,285,"I mean weve been together seven years, shes the only woman whos ever loved me, and the only woman Ive-Ive ever....",Ross,sadness,negative,23,12,3,6,"00:18:39,576","00:18:48,876",the seven years she's the only woman is overwhelminglythe only woman on a river
271,286,"Aw, God Ross. Oh.",Phoebe,sadness,negative,23,13,3,6,"00:18:50,712","00:18:52,046",
272,287,Ill do it.,Cookie,neutral,neutral,24,0,3,11,"0:19:49,938","0:19:51,690",i'll do it no you won't
273,288,No you wont.,Joey,neutral,neutral,24,1,3,11,"0:19:51,690","0:19:51,869",
274,289,"Look he knows he did a terrible thing and I believe him, hes sorry.",Joey,sadness,negative,24,2,3,11,"00:19:52,357","00:19:57,904",he knows he did a terrible thing and believe me sorrywould you go more powers you to me
275,290,"But,  youve got one more apology to make, all right, youve got to apologize to Mary-Angela.",Joey,neutral,neutral,24,3,3,11,"00:19:55,194","00:20:00,740",sorrywould you go more apology to make right your apologize to marry angel
276,291,"Okay, absolutely!",Chandler,joy,positive,24,4,3,11,"0:20:00,908","0:20:02,180",okay absolutely
277,292,All right.,Joey,neutral,neutral,24,5,3,11,"0:20:02,180","0:20:02,931",right
278,293,Youve got it.,Chandler,neutral,neutral,24,6,3,11,"0:20:02,931","0:20:03,875",
279,294,"Cookie, now you can punch him!",Joey,anger,negative,24,7,3,11,"0:20:13,545","0:20:15,089",now you could watch
280,295,What?!,Chandler,surprise,negative,24,8,3,11,"0:20:15,089","0:20:15,511",the
281,296,"All right, that's it, I quit.",Phoebe,anger,negative,25,0,2,1,"0:13:25,095","0:13:26,555",that's it i quit
282,297,What? I didn't say anything.,Monica,surprise,negative,25,1,2,1,"0:13:26,555","0:13:28,453",i didn't say anything
283,298,"Yeah, but this  isn't the face of a person who trusts a person.",Phoebe,anger,negative,25,2,2,1,"00:13:28,557","00:13:32,310",yeah but this isn't the face of a person who trusts a person
284,299,"Ok, this  is the face of a person who, you know, doesn't trust a person.",Phoebe,anger,negative,25,3,2,1,"00:13:32,478","00:13:37,690",this is the face of a person know you know doesn't trust a person
285,300,"I'm sorry. I'm sorry, Phoebe. It's just a little shorter than what we had discussed.",Monica,sadness,negative,25,4,2,1,"00:13:38,818","00:13:44,405",sorry tvs just swelljust a little shorter than what we had discussed
286,301,Would you relax? I know what I am doing. This is how he wears it.,Phoebe,anger,negative,25,5,2,1,"00:13:44,573","00:13:50,870",would you relax i know what i'm doing this is how he wears it
287,302,Julie.,Monica,neutral,neutral,26,0,2,2,"0:10:42,642","0:10:43,185",julie
288,303,What?!,Rachel,surprise,negative,26,1,2,2,"0:10:43,185","0:10:43,747",one
289,304,Jody!,Monica,surprise,negative,26,2,2,2,"0:10:43,747","0:10:45,255",jody
290,305,You were with Julie?,Rachel,neutral,neutral,26,3,2,2,"00:10:46,812","00:10:50,523",you are with julielock
291,306,"Look, when it started I was just trying to be nice to her because she was my brother's girlfriend.",Monica,neutral,neutral,26,4,2,2,"00:10:50,691","00:10:56,363",when it started i was just trying to be nice to her because she was my brother's girlfriend
292,307,"And then, one thing led to another and, before I knew it, we were...shopping.",Monica,neutral,neutral,26,5,2,2,"00:10:56,530","00:11:02,786",and thenone thing led to another andbefore i knew it we were
293,308,Oh. Oh my God.,Rachel,surprise,negative,26,6,2,2,"00:11:09,669","00:11:11,336",oh my god
294,309,"Honey, wait. We only did it once. It didn't mean anything to me.",Monica,sadness,negative,26,7,2,2,"00:11:12,755","00:11:18,510",wait we only get it why notyou get mean anything to me
295,310,"Yeah, right.  Sure!",Rachel,anger,negative,26,8,2,2,"00:11:20,012","00:11:21,805",really
296,311,"Really, Rachel, I was thinking of you the whole time.",Monica,sadness,negative,26,9,2,2,"00:11:21,972","00:11:24,849",rachel i was thinking of view the whole time
297,312,"Look, I'm sorry, all right.",Monica,sadness,negative,26,10,2,2,"0:11:27,853","0:11:30,865",i'm sorry right
298,313,I never meant for you to find out!,Monica,sadness,negative,26,11,2,2,"0:11:30,865","0:11:32,163",i never meant for you to find
299,314,"Oh, please, you wanted to get caught.",Rachel,anger,negative,26,12,2,2,"00:11:32,274","00:11:35,985",again
300,315,That is not true!,Monica,anger,negative,26,13,2,2,"00:11:36,445","00:11:37,696",
301,316,"Oh, so you just sort of happened to leave it in here?",Rachel,anger,negative,26,14,2,2,"00:11:37,905","00:11:40,323",you just sort of have them to leave
302,317,Did it ever occur to you that I might just be that stupid?,Monica,anger,negative,26,15,2,2,"00:11:41,409","00:11:45,120",i just mean that stupid
303,318,"Ok, Monica. I just have to know one thing. Did you go with her to",Rachel,sadness,negative,26,16,2,2,"00:11:47,039","00:11:55,171",okay monica i just have to know one thingdid you go with her to bloomingdales
304,320,Yeah!,Monica,surprise,negative,27,0,8,1,"00:01:28,088","00:01:29,505",there's the father yeah
305,321,I cant say.,Phoebe,neutral,neutral,27,1,8,1,"00:01:30,173","00:01:31,548",i can't say
306,322,Why?!,Monica,surprise,negative,27,2,8,1,"0:01:32,133","0:01:32,968",hi
307,323,Why not?,Chandler,sadness,negative,27,3,8,1,"0:01:32,968","0:01:33,738",the what
308,324,I cant say because hes famous.,Phoebe,neutral,neutral,27,4,8,1,"00:01:34,344","00:01:37,596",i can't say because he's famous
309,325,"Oh my God, who is it?!",Rachel,surprise,negative,27,5,8,1,"00:01:38,515","00:01:40,182",oh my god who isn't
310,326,"Phoebe, come on, you have to tell us.",Monica,anger,negative,27,6,8,1,"00:01:41,976","00:01:44,103",the big one you have to tell us
311,327,"Okay, okay. Its James Brolin. James Brolin is the father of my baby.",Phoebe,neutral,neutral,27,7,8,1,"00:01:44,270","00:01:51,819",okay okay it's james brolinjames well and is the father of my baby
312,328,As in Barbara Streisands husband James Brolin?,Chandler,surprise,negative,27,8,8,1,"00:01:52,195","00:01:55,072",barbra streisand husband james
313,329,What?! Well he never said that to me!,Phoebe,surprise,negative,27,9,8,1,"00:01:55,782","00:01:59,701",whatwe never said that to me
314,330,In,Ross,neutral,neutral,28,0,5,8,"00:04:00,865","00:04:02,991",in this life phoebe
315,331,"Oh, this life! Oh okay no, Chandler's is worse.",Phoebe,sadness,negative,28,1,5,8,"00:04:04,118","00:04:06,995",this life oh okay no chandler's is worse
316,332,"Man, it must be so cool remembering stuff like that! I don't have any past life memories.",Joey,joy,positive,28,2,5,8,"00:04:08,831","00:04:14,044",it must be so cool remember and stuff like that and i'm past life memories
317,333,Of course you don't sweetie. You're brand new.,Phoebe,neutral,neutral,28,3,5,8,"00:04:14,963","00:04:17,798",you don't sweetie your brand new
318,334,I know Monica's worst Thanksgiving.,Rachel,neutral,neutral,28,4,5,8,"00:04:19,968","00:04:22,010",i know is worse thanksgiving
319,335,"Oh, let's not tell this story.",Monica,sadness,negative,28,5,5,8,"0:04:22,178","0:04:23,780",let's not tell the story
320,336,"Oh, come on!",All,sadness,negative,28,6,5,8,"0:04:23,780","0:04:24,782",obama
321,337,"Oh no, I know! I know! It's the one where Joey got Monica's turkey stuck on his head!",Phoebe,joy,positive,28,7,5,8,"00:04:24,889","00:04:30,394",i know it's the one where do we got monitors turkey stuck on his head
322,338,What?! Joey got a turkey stuck on his head?!,Rachel,surprise,positive,28,8,5,8,"00:04:31,229","00:04:35,524",rightjolly got it hurtson his head
323,339,"Hey, it's not like it sounds.",Joey,neutral,neutral,28,9,5,8,"0:04:35,692","0:04:36,485",it's not like it
324,340,It's,Chandler,neutral,neutral,28,10,5,8,"0:04:36,485","0:04:37,176",sounds
325,341,"Wendy, we had a deal!  Yeah, you promised! Wendy! Wendy! Wendy!",Monica,anger,negative,29,0,1,15,"00:15:52,368","00:15:56,496",when did we had a deal yeah you promised
326,342,Who was that?,Rachel,neutral,neutral,29,1,1,15,"00:16:03,587","00:16:05,213",there's that
327,343,Wendy bailed. I have no waitress.,Monica,sadness,negative,29,2,1,15,"00:16:07,049","00:16:10,218",when the veil i i have no waitress
328,344,Oh... that's too bad. Bye bye.,Rachel,sadness,negative,29,3,1,15,"00:16:11,971","00:16:15,974",that's truei ebay
329,345,Ten dollars an hour.,Monica,neutral,neutral,29,4,1,15,"0:16:16,976","0:16:18,068",ten dollars an hour
330,346,No.,Rachel,neutral,neutral,29,5,1,15,"0:16:18,068","0:16:18,620",
331,347,Twelve dollars an hour.,Monica,neutral,neutral,29,6,1,15,"00:16:18,936","00:16:20,061",twelve dollars an hour
332,348,"Mon. I wish I could, but I've made plans to walk around.",Rachel,neutral,neutral,29,7,1,15,"00:16:20,521","00:16:23,856",i wish i could but i've made plans to walk around
333,349,"You know, Rachel, when you ran out of your wedding, I was there for you.",Monica,anger,negative,29,8,1,15,"00:16:25,792","00:16:28,319",when you ran out and your wedding i was there for you
334,350,"I put a roof over your head, and if that means nothing to you...  twenty dollars an hour.",Monica,anger,negative,29,9,1,15,"00:16:28,487","00:16:35,034",move over your head and if that means nothing to youtwenty dollars an hour
335,351,Done.,Rachel,joy,positive,29,10,1,15,"00:16:36,370","00:16:37,662",that
336,352,"The reactors gonna blow in three seconds, were never gonna make it!",Joey,fear,negative,30,0,6,20,"00:00:05,005","00:00:08,549",the three minutes till the reactor blows we're never going to make it
337,353,Youve got to get out of here! Save yourself!,Phoebe,fear,negative,30,1,6,20,"00:00:08,717","00:00:11,802",you gotta get out of here save yourself
338,354,No! I wont leave you!,Joey,fear,negative,30,2,6,20,"00:00:13,555","00:00:15,014",no i won't leave
339,355,"Dont worry about me, Im a robot! Im just a machine!!",Phoebe,sadness,negative,30,3,6,20,"00:00:15,181","00:00:20,060",don't worry about me i'm a robot i'm just i'm a shame
340,356,No youre not! Not to me!,Joey,anger,negative,30,4,6,20,"0:00:21,521","0:00:23,523",oh you're not not to me
341,357,Oh my God.,Phoebe,surprise,positive,30,5,6,20,"0:00:23,523","0:00:25,329",my god
342,358,What?,Joey,neutral,neutral,30,6,6,20,"0:00:25,442","0:00:26,124",what
343,359,I am,Phoebe,neutral,neutral,30,7,6,20,"0:00:26,124","0:00:28,664",i am extremely talented
344,360,"Yeah, youre great! Okay, lets take it from",Joey,joy,positive,30,8,6,20,"00:00:29,446","00:00:35,159",a great actor okay let's take it from now i mean i was really acting my ass off
345,361,"No, I mean I was really acting my ass off.",Phoebe,joy,positive,30,9,6,20,"00:00:31,031","00:00:35,159",okay let's take it to now i mean i was really acting my ass off
346,362,"Yeah, I thought I was pretty good too.",Joey,joy,positive,30,10,6,20,"00:00:36,327","00:00:38,078",the i thought i was bringing until
347,363,"Oh yeah, youre solid. Yeah, youre just no me.",Phoebe,neutral,neutral,30,11,6,20,"00:00:38,246","00:00:40,789",your solid yeah you're just know me
348,364,Yknow what? I think thats enough for now. Yeah. I dont want to be over rehearsed.,Joey,neutral,neutral,30,12,6,20,"00:00:42,500","00:00:46,962",you know that i think that's enough for now and i don't be over a hearse
349,365,Fine!,Phoebe,anger,negative,30,13,6,20,"0:00:47,547","0:00:48,219",hi
350,366,Ill do it without you!,Phoebe,anger,negative,30,14,6,20,"0:00:48,219","0:00:50,279",i'll do without you
351,367,I dont need you or anybody else!,Phoebe,anger,negative,30,15,6,20,"00:00:50,800","00:00:53,552",right now
352,368,Im gonna make it on my own!,Phoebe,anger,negative,30,16,6,20,"00:00:53,803","00:00:56,346",oh no
353,369,Youll see!!,Phoebe,anger,negative,30,17,6,20,"0:00:57,682","0:01:00,435",
354,370,Youll,Phoebe,neutral,neutral,30,18,6,20,"0:01:00,435","0:01:00,574",
355,371,I can't believe that Ross is gone. It is just so sad.,Kori,sadness,negative,31,0,9,17,"00:22:08,315","00:22:11,902",i can't believe that ross is gone it is just so sad
356,372,I didn't know Ross and you were so close.,Chandler,surprise,negative,31,1,9,17,"00:22:12,110","00:22:14,154",i didn't know ross and you are so close
357,373,We weren't but we had one class together. He was such a great    guy and he talked so passionately about science. I always remembered him.,Kori,sadness,negative,31,2,9,17,"00:22:14,362","00:22:25,749",we weren't but we had one class together he was such a great guyand he talks so passionately about sciencei was remembered him i'm sure that would mean a lot to him
358,374,I'm sure that would mean a lot to him.,Chandler,neutral,neutral,31,3,9,17,"00:22:22,120","00:22:25,749",i was remembered him i'm sure they would mean a lot to him
359,375,"And if heaven has a    door, I'm sure he's pressing his ear up against it and listening intently.",Chandler,neutral,neutral,31,4,9,17,"00:22:25,916","00:22:31,671",and if heaven has a doori'm sure he's pressing as you're up against it and listening intently
360,376,I thought so many times about calling him and asking him out.    I guess I really missed my chance.,Kori,sadness,negative,31,5,9,17,"00:22:33,507","00:22:39,554",i thought so many times about calling him and asking him outi guess i really miss my chance
361,377,But you didn't!,Ross,joy,positive,31,6,9,17,"00:22:39,971","00:22:42,265",yeah
362,378,I'm still alive!!,Ross,joy,positive,31,7,9,17,"00:22:44,059","00:22:45,852",
363,379,"Kori, I know this is a big surprise for you.",Ross,joy,positive,31,8,9,17,"00:22:47,103","00:22:49,606",korea noses have big surprise for you
364,380,It's a long story but the things    you just said really made my day!,Ross,joy,positive,31,9,9,17,"00:22:49,815","00:22:53,944",that's a long story but the things you just said really made my
365,381,"I mean, the fact that you are here means more    to me than if this room were filled with people!",Ross,joy,positive,31,10,9,17,"00:22:54,110","00:22:59,517",i mean the fact that you're here means more to me than than if this room were filled with people
366,382,"You sick freak, who does that? I can't believe I had a crush on    you!",Kori,anger,negative,31,11,9,17,"00:22:59,825","00:23:04,120",use that who does that i can't believe i had a crush on you
367,383,Did you hear that? Kori Weston had a crush on me!!,Ross,joy,positive,31,12,9,17,"00:23:09,584","00:23:15,257",did you hear thatkorea was dramatic cry
368,384,Well do a quick check.,Dr. Long,neutral,neutral,32,0,8,22,"0:11:13,702","0:11:15,214",we'll do a quick check
369,385,Okay.,Rachel,neutral,neutral,32,1,8,22,"0:11:15,214","0:11:16,092",okay
370,386,"So, eight days late huh?",Dr. Long,surprise,positive,32,2,8,22,"0:11:16,247","0:11:18,208",though eight days later
371,387,Yeah.,Rachel,neutral,neutral,32,3,8,22,"0:11:18,208","0:11:18,433",
372,388,You must be a little uncomfortable.,Dr. Long,neutral,neutral,32,4,8,22,"00:11:18,541","00:11:20,042",you must be getting a little income
373,389,"Eh, just a tad.",Rachel,neutral,neutral,32,5,8,22,"00:11:20,209","00:11:22,837",just a tad
374,390,"Youre about 80 percent effaced, so youre on your way.",Dr. Long,neutral,neutral,32,6,8,22,"0:11:23,712","0:11:26,524",that eighty percent effaced toto you're on your way
375,391,It still could last a little while longer.,Dr. Long,neutral,neutral,32,7,8,22,"0:11:26,524","0:11:28,769",it still could last a little while longer
376,392,If youre anxious there are a few ways to help things along.,Dr. Long,neutral,neutral,32,8,8,22,"00:11:23,712","00:11:34,056",that eighty percent effaced toto you're on your way it still could last a little while longer if you're anxious there are three ways to help things along do them
377,393,Do them!!,Ross,anger,negative,32,9,8,22,"00:11:28,968","00:11:34,056",you're anxious there are three ways to help things along do them
378,394,"Actually, theyre things you can do. Just some home remedies, but in my experience Ive found that some of them are quite effective.",Dr. Long,neutral,neutral,32,10,8,22,"00:11:35,015","00:11:42,857",actually there are things that you can do just some home remedies but in my experience i found that some of them are very effective
379,395,"Well, we are ready to try anything.",Rachel,neutral,neutral,32,11,8,22,"0:11:43,023","0:11:45,155",well we are ready to try anything
380,396,"Okay, theres an herbal tea you can drink.",Dr. Long,neutral,neutral,32,12,8,22,"0:11:45,155","0:11:48,123",okay there's an awful to you
381,397,Okay.,Rachel,neutral,neutral,32,13,8,22,"00:11:48,237","00:11:49,280",you can
382,398,What is wrong with Emma?,Chandler,sadness,negative,33,0,9,2,"00:13:18,339","00:13:20,507",what is wrong with them oh she was understood
383,399,"Oh she misunderstood, she thought she was moving to Tulsa.",Monica,neutral,neutral,33,1,9,2,"00:13:18,339","00:13:22,634",what is wrong with them oh she was understood she thought she was moving to told that
384,400,Anytime you're ready.,Carol,neutral,neutral,34,0,1,9,"00:14:17,565","00:14:18,940",and needs are we ready
385,401,"Ok, ok, here we go.",Ross,neutral,neutral,34,1,1,9,"00:14:19,942","00:14:23,987",okayokay here we go
386,402,"Ok, where am I talking to, here?",Ross,neutral,neutral,34,2,1,9,"00:14:28,409","00:14:32,453",okay what where am i talking to hear me now
387,403,"I mean, uh, well, there is one way that seems to offer a certain acoustical advantage, but...",Ross,neutral,neutral,34,3,1,9,"00:14:32,621","00:14:37,417",well there is one way that seems to offer a certain acoustical advantage for
388,404,Just aim for the bump.,Carol,neutral,neutral,34,4,1,9,"00:14:38,335","00:14:39,961",the planet
389,405,"Ok, ok, ok, ok, here goes.",Ross,neutral,neutral,34,5,1,9,"00:14:41,130","00:14:47,093",okayokay okayokay here goes
390,406,"You know, I, you know, can't do this.",Ross,fear,negative,34,6,1,9,"00:14:54,101","00:14:56,853",you know i can't do this
391,407,"Uh, this is too weird.",Ross,disgust,negative,34,7,1,9,"0:14:57,021","0:14:59,023",this is it's too weird
392,408,I feel stupid.,Ross,sadness,negative,34,8,1,9,"0:14:59,023","0:15:00,168",the that i feel still
393,409,"So don't do it, it's fine. You don't have to do it just because Susan does it.",Carol,neutral,neutral,34,9,1,9,"00:15:01,108","00:15:05,904",don't do it it's fine you don't have to do just because susan desert
394,410,"Hello, baby. Hello, hello.",Ross,joy,positive,34,10,1,9,"00:15:06,071","00:15:10,742",the
395,412,"Oh, hi. Its Mark.",Mark,neutral,neutral,35,0,3,12,"00:04:18,258","00:04:20,384",hi his it's more
396,418,Easy. Easy. You have to go to the hospital. Okay?,Ross,fear,negative,36,0,3,21,"00:15:26,342","00:15:30,345",easy easy you have to go to the hospital okay
397,419,"Okay, I do.",Rachel,neutral,neutral,36,1,3,21,"0:15:30,512","0:15:31,324",okay i do
398,420,Okay.,Ross,neutral,neutral,36,2,3,21,"0:15:31,324","0:15:31,706",okay
399,421,I really do.,Rachel,neutral,neutral,36,3,3,21,"0:15:31,706","0:15:32,541",related okay
400,422,"Okay, Im gonna get your coat and then Ill-Ill put you in a cab.",Ross,neutral,neutral,36,4,3,21,"00:15:32,681","00:15:35,141",get your colon and i'll put you in a cab candle
401,423,"Okay. Oh wait, wait-wait, youre not gonna come with me?",Rachel,sadness,negative,36,5,3,21,"00:15:35,309","00:15:37,135",why you're not going to
